num_healthy_workers,num_in_flight_async_sample_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
4,0,0,132000,132000,132000,132000,12000,12000,50.80826068146419,50.80826068146419,132000,132000,132000,12000,132000,False,11,befd4_00000,2025-01-22_19-36-39,1737603399,236.18406796455383,2354.737779855728,24912,DESKTOP-VFPH8OE,127.0.0.1,2354.737779855728,11,132000,132000,132000,132000,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,220882.799,0.0,220882.698,188053.038,11.9,1008383.514,32808.309,365.761,8.653,132000,132000,132000,132000,10.52,38.52918032786884,0.05527868852459016,0.10146484375,[],[],12695.0,604.0,0.0,0.00010000000000000002,29.656115698360825,0.0059941895768305204,30.0,8.414953182905148e-06,0.0,34.98784909749248,0.01
4,0,0,144000,144000,144000,144000,12000,12000,71.75527002569304,71.75527002569304,144000,144000,144000,12000,144000,False,12,befd4_00000,2025-01-22_19-39-26,1737603566,167.23810410499573,2521.975883960724,24912,DESKTOP-VFPH8OE,127.0.0.1,2521.975883960724,12,144000,144000,144000,144000,-799469.6508991551,-803946.1641247631,-801752.8251254577,18000.0,144000,0,8,-799469.6508991551,-803946.1641247631,-801752.8251254577,8,220230.396,0.0,220230.296,187520.792,11.801,1016895.469,32688.352,367.103,8.453,144000,144000,144000,144000,4.780092592592593,37.98425925925926,0.07416666666666669,0.10146484375000002,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",13904.0,604.0,0.0,0.00010000000000000002,29.655169554048573,-0.00474341401046125,29.894544369529555,0.006282032374215579,0.0,23.463138321591764,0.01
4,0,0,156000,156000,156000,156000,12000,12000,73.41410155515221,73.41410155515221,156000,156000,156000,12000,156000,False,13,befd4_00000,2025-01-22_19-42-10,1737603730,163.4593369960785,2685.4352209568024,24912,DESKTOP-VFPH8OE,127.0.0.1,2685.4352209568024,13,156000,156000,156000,156000,-799469.6508991551,-803946.1641247631,-801752.8251254577,18000.0,144000,0,0,-799469.6508991551,-803946.1641247631,-801752.8251254577,0,217134.421,0.0,217134.321,184385.801,11.7,1025629.673,32726.869,366.671,8.953,156000,156000,156000,156000,3.1876777251184834,37.905687203791466,0.07654028436018959,0.10146484375,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",15113.0,604.0,0.0,0.00010000000000000002,29.567673832252066,-0.009711675459905731,29.951004384863563,0.008744737942224697,0.0,37.36188592902879,0.01
4,0,0,168000,168000,168000,168000,12000,12000,64.82292578668033,64.82292578668033,168000,168000,168000,12000,168000,False,14,befd4_00000,2025-01-22_19-45-15,1737603915,185.12169122695923,2870.5569121837616,24912,DESKTOP-VFPH8OE,127.0.0.1,2870.5569121837616,14,168000,168000,168000,168000,-799469.6508991551,-803946.1641247631,-801752.8251254577,18000.0,144000,0,0,-799469.6508991551,-803946.1641247631,-801752.8251254577,0,214230.256,0.0,214230.256,181581.772,11.8,1016926.288,32626.732,367.797,8.852,168000,168000,168000,168000,5.757142857142857,38.07605042016807,0.06609243697478993,0.10146484375000002,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",16322.0,604.0,0.0,0.00010000000000000002,29.658788699961775,0.005034236599459344,30.0,-0.0005655537665235395,0.0,34.62455577866118,0.01
4,0,0,180000,180000,180000,180000,12000,12000,59.17501066076452,59.17501066076452,180000,180000,180000,12000,180000,False,15,befd4_00000,2025-01-22_19-48-38,1737604118,202.79130101203918,3073.348213195801,24912,DESKTOP-VFPH8OE,127.0.0.1,3073.348213195801,15,180000,180000,180000,180000,-799469.6508991551,-803946.1641247631,-801752.8251254577,18000.0,144000,0,0,-799469.6508991551,-803946.1641247631,-801752.8251254577,0,212083.17,0.0,212083.17,179549.259,11.8,1016967.383,32512.21,369.092,8.901,180000,180000,180000,180000,8.850000000000001,38.19045801526717,0.06183206106870229,0.10131053196564886,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",17531.0,604.0,0.0,0.00010000000000000002,29.66364884199043,0.00585757965349875,30.0,-0.0003084447681657335,0.0,34.22086705601442,0.01
4,0,0,192000,192000,192000,192000,12000,12000,54.94478350689638,54.94478350689638,192000,192000,192000,12000,192000,False,16,befd4_00000,2025-01-22_19-52-16,1737604336,218.41008114814758,3291.7582943439484,24912,DESKTOP-VFPH8OE,127.0.0.1,3291.7582943439484,16,192000,192000,192000,192000,-799469.6508991551,-803946.1641247631,-801752.8251254577,18000.0,144000,0,0,-799469.6508991551,-803946.1641247631,-801752.8251254577,0,211044.725,0.0,211044.725,178411.498,11.6,1034517.34,32611.626,367.967,8.901,192000,192000,192000,192000,8.679787234042552,38.21914893617021,0.056631205673758865,0.1002403313386525,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",18740.0,604.0,0.0,0.00010000000000000002,29.663855627610527,0.006265207376358823,30.0,-0.00021630141042893933,0.0,34.24096119946147,0.01
4,0,0,204000,204000,204000,204000,12000,12000,53.04387427773205,53.04387427773205,204000,204000,204000,12000,204000,False,17,befd4_00000,2025-01-22_19-56-02,1737604562,226.2313311100006,3517.989625453949,24912,DESKTOP-VFPH8OE,127.0.0.1,3517.989625453949,17,204000,204000,204000,204000,-799469.6508991551,-803946.1641247631,-801752.8251254577,18000.0,144000,0,0,-799469.6508991551,-803946.1641247631,-801752.8251254577,0,210368.68,0.0,210368.68,177862.295,11.6,1034519.467,32484.884,369.403,8.902,204000,204000,204000,204000,8.615463917525773,38.32164948453608,0.05467353951890033,0.10029296875000002,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",19949.0,604.0,0.0,0.00010000000000000002,29.663262817660474,0.005251456973373249,30.0,-0.0002542447215570114,0.0,34.19886174292679,0.01
4,0,0,216000,216000,216000,216000,12000,12000,52.185172759936464,52.185172759936464,216000,216000,216000,12000,216000,False,18,befd4_00000,2025-01-22_19-59-52,1737604792,229.9523730278015,3747.9419984817505,24912,DESKTOP-VFPH8OE,127.0.0.1,3747.9419984817505,18,216000,216000,216000,216000,-799469.6508991551,-803946.1641247631,-801752.8251254577,18000.0,144000,0,0,-799469.6508991551,-803946.1641247631,-801752.8251254577,0,210056.92,0.0,210056.92,177649.1,11.599,1034530.099,32386.318,370.527,8.802,216000,216000,216000,216000,8.623905723905725,38.388888888888886,0.05457912457912458,0.10029296875000003,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",21158.0,604.0,0.0,0.00010000000000000002,29.663720093846223,0.005304897473655129,30.0,-0.0002800836062214412,0.0,34.158480982626635,0.01
4,0,0,228000,228000,228000,228000,12000,12000,51.72444485070846,51.72444485070846,228000,228000,228000,12000,228000,False,19,befd4_00000,2025-01-22_20-03-44,1737605024,232.0016222000122,3979.9436206817627,24912,DESKTOP-VFPH8OE,127.0.0.1,3979.9436206817627,19,228000,228000,228000,228000,-799469.6508991551,-803946.1641247631,-801752.8251254577,18000.0,144000,0,0,-799469.6508991551,-803946.1641247631,-801752.8251254577,0,209728.094,0.0,209728.094,177449.667,11.699,1025757.177,32256.526,372.018,8.802,228000,228000,228000,228000,8.532775919732442,38.4066889632107,0.052508361204013386,0.10029296875000003,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",22367.0,604.0,0.0,0.00010000000000000002,29.664802537070905,0.004819156437175544,30.0,-0.0002351525502327161,0.0,34.00165933020555,0.01
4,0,0,240000,240000,240000,240000,12000,12000,51.97451566304475,51.97451566304475,240000,240000,240000,12000,240000,False,20,befd4_00000,2025-01-22_20-07-35,1737605255,230.88438200950623,4210.828002691269,24912,DESKTOP-VFPH8OE,127.0.0.1,4210.828002691269,20,240000,240000,240000,240000,-799469.6508991551,-803946.1641247631,-801752.8251254577,18000.0,144000,0,0,-799469.6508991551,-803946.1641247631,-801752.8251254577,0,209224.178,0.0,209224.178,177142.397,11.699,1025727.911,32059.981,374.298,8.601,240000,240000,240000,240000,8.52020202020202,38.41077441077441,0.05306397306397307,0.10029296875000003,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",23576.0,604.0,0.0,0.00010000000000000002,29.662652775312477,0.0029241927183788607,30.0,-0.00029660119213675346,0.0,34.027142000158925,0.01
4,0,0,252000,252000,252000,252000,12000,12000,52.182730107540465,52.182730107540465,252000,252000,252000,12000,252000,False,21,befd4_00000,2025-01-22_20-11-25,1737605485,229.96413350105286,4440.792136192322,24912,DESKTOP-VFPH8OE,127.0.0.1,4440.792136192322,21,252000,252000,252000,252000,-799469.6508991551,-803946.1641247631,-801752.8251254577,18000.0,144000,0,0,-799469.6508991551,-803946.1641247631,-801752.8251254577,0,208602.085,0.0,208602.085,176786.045,11.799,1017037.251,31794.94,377.419,7.801,252000,252000,252000,252000,8.34040404040404,38.439057239057234,0.05333333333333333,0.10029296875000003,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",24785.0,604.0,0.0,0.00010000000000000002,29.66399689604173,0.0047781049058987545,30.0,-0.00023534053411239231,0.0,34.07811821305722,0.01
4,0,0,264000,264000,264000,264000,12000,12000,52.07636840316448,52.07636840316448,264000,264000,264000,12000,264000,False,22,befd4_00000,2025-01-22_20-15-16,1737605716,230.43281412124634,4671.224950313568,24912,DESKTOP-VFPH8OE,127.0.0.1,4671.224950313568,22,264000,264000,264000,264000,-799469.6508991551,-803946.1641247631,-801752.8251254577,18000.0,144000,0,0,-799469.6508991551,-803946.1641247631,-801752.8251254577,0,214921.656,0.0,214921.656,183059.473,11.899,1008488.579,31840.981,376.873,7.703,264000,264000,264000,264000,8.316161616161615,38.490235690235686,0.0536026936026936,0.10029296875000003,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",25994.0,604.0,0.0,0.00010000000000000002,29.664813487366075,0.004920710787189411,30.0,-0.00029485831091086466,0.0,34.01072271014167,0.01
4,0,0,276000,276000,276000,276000,12000,12000,62.79191498862401,62.79191498862401,276000,276000,276000,12000,276000,False,23,befd4_00000,2025-01-22_20-18-27,1737605907,191.1114044189453,4862.336354732513,24912,DESKTOP-VFPH8OE,127.0.0.1,4862.336354732513,23,276000,276000,276000,276000,-799469.6508991551,-804649.9336273633,-802119.5212337753,18000.0,288000,0,8,-799469.6508991551,-804649.9336273633,-802119.5212337753,8,217686.763,0.0,217686.763,185755.579,11.899,1008496.662,31910.682,376.05,7.203,276000,276000,276000,276000,6.578861788617886,38.171951219512195,0.06467479674796749,0.10029296875000004,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539, -804536.5714148894, -804649.9336273633, -800058.8421816144, -800120.3816884484, -803106.1724047024, -803185.5098042975, -802080.3681311512, -802151.9594842764]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",27203.0,604.0,0.0,0.00010000000000000002,29.69319371175332,-0.0038570683785368333,29.95793819348609,-0.0010398764369702713,0.0,26.088741089510858,0.01
4,0,0,288000,288000,288000,288000,12000,12000,74.29609398175022,74.29609398175022,288000,288000,288000,12000,288000,False,24,befd4_00000,2025-01-22_20-21-08,1737606068,161.5188925266266,5023.85524725914,24912,DESKTOP-VFPH8OE,127.0.0.1,5023.85524725914,24,288000,288000,288000,288000,-799469.6508991551,-804649.9336273633,-802119.5212337753,18000.0,288000,0,0,-799469.6508991551,-804649.9336273633,-802119.5212337753,0,215326.383,0.0,215326.383,183325.591,11.899,1008472.414,31980.39,375.23,7.204,288000,288000,288000,288000,3.6230769230769235,37.88461538461538,0.07442307692307691,0.10029296875000003,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539, -804536.5714148894, -804649.9336273633, -800058.8421816144, -800120.3816884484, -803106.1724047024, -803185.5098042975, -802080.3681311512, -802151.9594842764]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",28412.0,604.0,0.0,0.00010000000000000002,29.279808012881094,-0.012948249838784079,29.65325542320586,0.034936792205640166,0.0,36.04991880342722,0.01
4,0,0,300000,300000,300000,300000,12000,12000,65.13430883008714,65.13430883008714,300000,300000,300000,12000,300000,False,25,befd4_00000,2025-01-22_20-24-13,1737606253,184.23870706558228,5208.093954324722,24912,DESKTOP-VFPH8OE,127.0.0.1,5208.093954324722,25,300000,300000,300000,300000,-799469.6508991551,-804649.9336273633,-802119.5212337753,18000.0,288000,0,0,-799469.6508991551,-804649.9336273633,-802119.5212337753,0,213471.023,0.0,213471.023,181451.956,11.9,1008442.105,31998.565,375.017,7.303,300000,300000,300000,300000,5.023949579831933,37.98823529411765,0.06701680672268907,0.10029296875000006,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539, -804536.5714148894, -804649.9336273633, -800058.8421816144, -800120.3816884484, -803106.1724047024, -803185.5098042975, -802080.3681311512, -802151.9594842764]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",29621.0,604.0,0.0,0.00010000000000000002,29.64410222907812,0.0052161311639844134,30.0,-0.002320444712074854,0.0,36.11139069360776,0.01
4,0,0,312000,312000,312000,312000,12000,12000,58.8528376618794,58.8528376618794,312000,312000,312000,12000,312000,False,26,befd4_00000,2025-01-22_20-27-37,1737606457,203.90140771865845,5411.995362043381,24912,DESKTOP-VFPH8OE,127.0.0.1,5411.995362043381,26,312000,312000,312000,312000,-799469.6508991551,-804649.9336273633,-802119.5212337753,18000.0,288000,0,0,-799469.6508991551,-804649.9336273633,-802119.5212337753,0,212020.756,0.0,212020.756,180029.141,11.9,1008434.023,31970.612,375.345,7.804,312000,312000,312000,312000,9.040684410646389,38.16653992395438,0.062433460076045645,0.10029296875000002,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539, -804536.5714148894, -804649.9336273633, -800058.8421816144, -800120.3816884484, -803106.1724047024, -803185.5098042975, -802080.3681311512, -802151.9594842764]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",30830.0,604.0,0.0,0.00010000000000000002,29.643251658866383,0.003897077472521511,30.0,-0.00030720174756298585,0.0,36.06454247536987,0.01
4,0,0,324000,324000,324000,324000,12000,12000,55.392851215531884,55.392851215531884,324000,324000,324000,12000,324000,False,27,befd4_00000,2025-01-22_20-31-13,1737606673,216.6374547481537,5628.632816791534,24912,DESKTOP-VFPH8OE,127.0.0.1,5628.632816791534,27,324000,324000,324000,324000,-799469.6508991551,-804649.9336273633,-802119.5212337753,18000.0,288000,0,0,-799469.6508991551,-804649.9336273633,-802119.5212337753,0,211061.42,0.0,211061.42,178927.57,11.9,1008395.636,32112.746,373.683,7.804,324000,324000,324000,324000,8.798566308243727,38.24695340501792,0.05842293906810037,0.10029296875000002,"[-799469.6508991551, -799519.8577605196, -803854.105696461, -803946.1641247631, -803033.5530697828, -803137.3304505418, -800481.7363571844, -800580.2026452539, -804536.5714148894, -804649.9336273633, -800058.8421816144, -800120.3816884484, -803106.1724047024, -803185.5098042975, -802080.3681311512, -802151.9594842764]","[18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000, 18000]",32039.0,604.0,0.0,0.00010000000000000002,29.64179602844642,0.004449224088732323,30.0,-0.00018413186171904785,0.0,36.26532224429551,0.01
